Country,Indicator,Education level,Statistical unit,Gender,Age,Mobility,Year,Value
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2016,30.239
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2017,31.453
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2018,32.057
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2019,33.617
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2020,35.931
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2005,14.198
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2010,21.118
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2011,20.436
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2012,22.56
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2013,22.719
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2014,26.034
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2015,29.412
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2016,27.299
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2017,26.61
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2018,27.031
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2019,27.399
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2020,31.229
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2005,13.45
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2010,20.079
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2011,19.912
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2012,22.913
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2013,23.068
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2014,27.11
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2015,30.438
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2016,28.734
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2017,28.972
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2018,29.474
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,30.426
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2020,33.501
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2014,28.144
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2015,31.373
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2016,30.026
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2017,31.183
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2018,31.732
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2019,33.256
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2020,35.516
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2014,25.814
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2015,29.107
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2016,26.913
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2017,26.145
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2018,26.51
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2019,26.828
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2020,30.59
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2014,26.941
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2015,30.207
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2016,28.433
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2017,28.602
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2018,29.049
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2019,29.958
Türkiye,Graduation rates,Bachelor’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 30 years,Non-mobile,2020,32.972
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2005,2.346
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2010,4.575
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2011,3.313
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2012,3.809
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2013,5.759
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2014,4.377
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2015,6.106
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2016,7.158
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2017,7.05
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2018,7.298
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2019,8.602
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2020,9.581
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2005,2.676
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2010,4.127
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2011,3.417
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2012,4.253
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2013,6.404
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2014,4.827
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2015,6.972
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2016,10.149
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2017,11.231
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2018,13.209
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2019,8.776
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2020,9.062
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2005,2.514
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2010,4.346
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2011,3.366
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2012,4.035
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2013,6.085
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2014,4.604
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2015,6.542
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2016,8.675
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2017,9.171
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2018,10.296
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2019,8.687
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2020,9.311
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2014,4.226
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2015,5.855
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2016,6.868
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2017,6.734
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2018,6.933
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2019,8.036
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2020,8.946
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2014,4.611
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2015,6.528
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2016,9.694
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2017,10.74
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2018,12.659
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2019,7.915
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2020,8.092
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2014,4.42
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2015,6.193
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2016,8.301
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2017,8.766
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2018,9.838
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2019,7.97
Türkiye,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2020,8.505
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2005,0.634
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2010,0.811
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2011,0.752
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2012,0.886
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2013,0.984
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2014,0.477
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2015,0.54
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2016,0.62
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2017,0.553
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2018,0.701
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2019,0.775
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2020,0.915
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2005,0.753
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2010,0.858
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2011,0.807
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2012,0.965
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2013,1.067
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2014,0.493
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2015,0.591
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2016,0.678
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2017,0.634
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2018,0.721
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2019,0.689
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2020,0.697
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2005,0.695
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2010,0.835
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2011,0.78
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2012,0.926
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2013,1.026
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2014,0.485
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2015,0.566
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2016,0.65
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2017,0.594
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2018,0.711
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2019,0.731
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2020,0.804
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2014,0.455
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2015,0.509
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2016,0.581
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2017,0.511
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2018,0.667
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2019,0.717
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2020,0.865
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2014,0.45
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2015,0.528
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2016,0.603
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2017,0.563
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2018,0.661
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2019,0.599
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2020,0.598
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2014,0.453
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2015,0.519
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2016,0.592
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2017,0.537
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2018,0.664
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2019,0.657
Türkiye,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2020,0.729
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2005,4.324
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2011,4.753
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2012,4.924
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2013,6.168
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2014,3.24
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2015,4.87
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2016,6.206
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2017,6.569
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2018,8.214
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2019,8.677
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Total,2020,8.304
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2005,3.594
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2011,4.438
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2012,4.515
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2013,5.417
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2014,2.423
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2015,4.769
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2016,6.436
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2017,6.446
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2018,7.551
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2019,7.893
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Total,2020,7.559
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2005,3.96
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2011,4.596
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2012,4.719
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2013,5.791
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2014,2.828
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2015,4.819
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2016,6.327
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2017,6.509
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2018,7.877
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2019,8.278
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Total,Less than 30 years,Total,2020,7.924
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2013,5.744
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2014,2.987
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2015,4.402
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2016,5.709
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2017,6.05
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2018,7.706
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2019,8.087
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Female,Less than 30 years,Non-mobile,2020,7.635
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2013,4.998
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2014,2.197
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2015,4.285
United Kingdom,Graduation rates,Short-cycle tertiary education,First-time graduates from the ISCED level,Male,Less than 30 years,Non-mobile,2016,5.921
