Marital_status,App_order,Course,Attendance,Prev_education,Nationality,Mother_education,Father_education,Ed_special,Debtor,Tuition_due,Gender,Scholarship,Age_enrolled,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (grade),Target
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,18,no,0,6,0.0,0,6,0.0,Dropout
Married,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,37,no,7,12,12.25,8,13,12.846153846153848,Graduate
Single,3,Management,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,20,no,0,5,11.6,0,5,12.8,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,No,Male,No,20,no,0,5,13.0,0,5,12.0,Dropout
Married,1,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Male,No,40,no,0,5,10.666666666666666,0,5,12.5,Dropout
Married,1,Social Service,Evening,high school,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Male,No,44,no,5,11,12.333333333333334,8,11,11.0,Enrolled
Single,1,Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,No,Male,No,21,no,0,5,11.0,0,5,11.428571428571429,Dropout
Single,1,Communication Design,Daytime,other professional course,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Male,No,21,no,2,7,13.428571428571429,5,9,13.125,Graduate
Single,6,Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,18,no,0,8,13.05375,0,8,13.05375,Graduate
Single,5,Nursing,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Male,No,18,no,0,7,12.035714285714286,0,8,13.75,Enrolled
Single,1,Agronomy,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,27,no,0,6,14.166666666666666,0,6,13.833333333333334,Graduate
Married,1,Communication Design,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Male,No,38,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Equiniculture,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,18,no,0,6,13.6,0,6,12.666666666666666,Dropout
Single,4,Tourism,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,19,no,0,6,12.2,0,6,12.0,Enrolled
Single,1,Equiniculture,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Male,No,18,no,0,6,13.714285714285714,0,6,13.333333333333334,Dropout
Single,1,Journalism and Communication,Daytime,high school,Portuguese,High School,High School,no educational special needs,yes,No,Male,No,19,no,0,6,11.666666666666666,0,6,10.0,Dropout
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Male,No,44,no,0,6,14.0,0,6,0.0,Dropout
Single,1,Veterinary Nursing,Daytime,other professional course,Portuguese,High School,High School,educational special needs,no,Yes,Male,No,26,no,2,6,12.5,1,6,10.0,Dropout
Single,1,Equiniculture,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,yes,No,Male,No,24,no,0,6,11.833333333333334,0,6,11.5,Dropout
Single,1,Agronomy,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,No,Male,No,27,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Agronomy,Daytime,high school,Portuguese,High School,High School,no educational special needs,yes,No,Male,No,27,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,25,no,11,17,11.538461538461538,10,15,12.4,Dropout
Single,1,Agronomy,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,21,no,4,9,11.285714285714286,2,8,12.25,Enrolled
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,Yes,19,no,0,0,0.0,0,0,0.0,Graduate
Single,2,Communication Design,Daytime,high school,Portuguese,Unknown,Other Professional Course,no educational special needs,no,Yes,Male,No,20,no,0,6,11.8,0,6,12.0,Enrolled
Single,1,Informatics Engineering,Daytime,other professional course,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Male,No,20,no,0,5,0.0,0,5,10.5,Enrolled
Single,5,Informatics Engineering,Daytime,high school,Portuguese,Degree,High School,no educational special needs,yes,No,Male,No,20,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Informatics Engineering,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,No,Male,Yes,18,no,0,5,14.2,0,5,14.2,Enrolled
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Master,Master,no educational special needs,yes,Yes,Male,No,19,no,5,12,12.7,4,11,12.272727272727272,Enrolled
Single,1,Equiniculture,Daytime,other professional course,Portuguese,High School,Some Schooling,no educational special needs,no,No,Female,No,22,no,1,6,12.666666666666666,0,6,0.0,Dropout
Single,4,Advertising and Marketing Management,Daytime,high school,Portuguese,Master,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,6,14.428571428571429,0,6,15.0,Graduate
Single,4,Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,18,no,0,7,13.117142857142856,0,8,12.6,Graduate
Single,2,Social Service,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Female,No,20,no,0,6,12.666666666666666,0,6,11.833333333333334,Graduate
Single,1,Animation and Multimedia Design,Daytime,high school,Brazilian,High School,High School,no educational special needs,no,Yes,Female,Yes,18,yes,0,0,0.0,0,0,0.0,Dropout
Single,1,Journalism and Communication,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,36,no,0,6,15.285714285714286,0,6,16.5,Graduate
Single,1,Management,Daytime,high school,Santomean,Other Professional Course,Degree,no educational special needs,yes,Yes,Male,No,19,yes,0,5,10.5,0,5,11.25,Graduate
Single,1,Management,Daytime,other professional course,Portuguese,High School,High School,no educational special needs,no,Yes,Male,Yes,21,no,6,11,12.636363636363637,3,9,12.6,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,26,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Agronomy,Daytime,high school,Brazilian,High School,High School,no educational special needs,yes,No,Female,No,29,yes,3,9,14.333333333333334,1,7,14.0,Dropout
Single,1,Tourism,Daytime,other professional course,Portuguese,Other Professional Course,Degree,no educational special needs,no,No,Male,No,26,no,2,8,15.125,1,6,13.666666666666666,Enrolled
Single,1,Nursing,Daytime,degree,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Male,No,27,no,0,7,0.0,0,8,0.0,Dropout
Single,1,Management,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,yes,Yes,Male,No,32,no,2,7,12.0,3,8,10.333333333333334,Enrolled
Single,3,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,23,no,0,6,14.25,0,6,12.0,Enrolled
Single,1,Management,Daytime,high school,Brazilian,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,24,yes,0,5,10.5,0,5,10.0,Enrolled
Single,2,Journalism and Communication,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,19,no,0,6,13.5,0,6,14.428571428571429,Graduate
Single,1,Agronomy,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,25,no,0,6,11.666666666666666,0,6,12.0,Enrolled
Single,6,Tourism,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,6,10.8,0,6,10.0,Enrolled
Single,3,Journalism and Communication,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,No,Male,No,20,no,0,4,0.0,0,4,0.0,Dropout
Married,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,33,no,3,9,12.8,2,7,11.428571428571429,Graduate
Married,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Male,No,35,no,0,5,10.8,0,5,12.0,Dropout
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,23,no,0,5,11.4,0,5,11.0,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,7,13.725714285714286,0,8,14.5,Graduate
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,No,21,no,0,6,12.8,0,6,12.25,Enrolled
Single,5,Communication Design,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,Yes,21,no,0,6,13.5,0,6,11.166666666666666,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,27,no,0,8,15.57,0,8,15.57,Dropout
Single,3,Management,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,yes,Yes,Male,No,19,no,0,5,11.0,0,5,12.0,Enrolled
Single,2,Nursing,Daytime,degree,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,28,no,0,7,14.114285714285714,0,8,15.91111111111111,Dropout
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,25,no,0,5,11.0,0,5,11.5,Enrolled
Married,1,Social Service,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,42,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Management(evening attendance),Evening,degree,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,27,no,0,5,13.5,0,5,13.75,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,23,no,0,6,11.25,0,6,0.0,Dropout
Single,3,Tourism,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,Yes,18,no,0,6,12.142857142857142,0,6,11.333333333333334,Graduate
Married,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,26,no,0,8,13.075714285714286,0,8,13.075714285714286,Graduate
Single,4,Management,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,18,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Management(evening attendance),Evening,high school,Portuguese,Degree,Doctorate,no educational special needs,yes,Yes,Male,No,29,no,1,5,11.0,0,5,13.5,Dropout
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,22,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,21,no,0,7,13.125,0,7,12.333333333333334,Enrolled
Single,3,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,8,13.512857142857142,0,8,13.512857142857142,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,6,12.833333333333334,0,6,12.166666666666666,Graduate
Single,3,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,18,no,0,5,15.0,0,5,11.666666666666666,Dropout
Single,1,Agronomy,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Female,No,40,no,0,6,12.8,0,6,13.333333333333334,Dropout
Single,3,Tourism,Daytime,high school,Santomean,Other Professional Course,Degree,no educational special needs,yes,No,Female,No,20,yes,0,6,12.333333333333334,0,6,0.0,Dropout
Single,3,Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,18,no,0,8,12.288,0,8,12.288,Dropout
Single,2,Social Service,Evening,degree,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Male,No,31,no,8,12,12.333333333333334,6,10,13.285714285714286,Graduate
Single,2,Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,Yes,18,no,0,5,11.5,0,5,12.8,Graduate
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,No,22,no,4,6,11.833333333333334,0,6,11.142857142857142,Dropout
Single,1,Management,Daytime,did not complete high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,No,Male,No,38,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Management(evening attendance),Evening,degree,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,33,no,0,5,0.0,0,5,0.0,Dropout
Single,3,Informatics Engineering,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,Yes,19,no,0,5,11.8,0,5,11.5,Enrolled
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,18,no,0,6,0.0,0,6,0.0,Dropout
Single,5,Informatics Engineering,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,No,Male,Yes,18,no,0,5,12.2,0,5,12.0,Enrolled
Single,1,Management(evening attendance),Evening,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,27,no,2,6,12.333333333333334,0,5,13.0,Graduate
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,26,no,0,6,12.428571428571429,0,6,12.833333333333334,Graduate
Single,6,Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,12.765714285714289,0,8,13.544444444444444,Graduate
Married,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,44,no,0,7,12.1,0,7,12.6,Dropout
Single,2,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,19,no,0,5,12.0,0,5,11.5,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,No,20,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Agronomy,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Male,No,24,no,0,6,14.88888888888889,0,6,13.727272727272728,Enrolled
Divorced,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,31,no,7,14,11.357142857142858,9,14,12.0,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,25,no,0,6,13.5,0,6,12.5,Graduate
Single,4,Journalism and Communication,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,yes,No,Female,No,19,no,0,6,0.0,0,6,0.0,Dropout
Single,3,Nursing,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,18,no,0,7,13.884285714285712,0,8,14.75,Dropout
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,19,no,0,6,13.0,0,6,11.666666666666666,Enrolled
Single,3,Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,12.65,0,7,11.1,Enrolled
Single,1,Management,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,5,11.0,0,5,0.0,Enrolled
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,24,no,0,6,11.666666666666666,0,6,10.5,Dropout
Single,1,Social Service,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,20,no,0,6,14.5,0,6,12.666666666666666,Graduate
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,14.714285714285714,0,6,14.166666666666666,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,18,no,0,6,13.285714285714286,0,6,14.333333333333334,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,No,21,no,0,5,11.333333333333334,0,5,10.5,Enrolled
Single,1,Nursing,Daytime,degree,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Female,No,28,no,0,7,0.0,0,7,0.0,Dropout
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,5,11.571428571428571,0,5,12.0,Enrolled
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Female,No,18,no,0,6,13.0,0,6,11.5,Dropout
Single,1,Social Service,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,18,no,0,6,11.5,0,6,14.0,Graduate
Single,2,Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,18,no,0,5,11.8,0,5,11.6,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,No,Female,Yes,19,no,0,5,10.666666666666666,0,5,12.285714285714286,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.8875,0,8,14.864444444444445,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Female,Yes,20,no,0,6,11.4,0,6,11.5,Graduate
Married,1,Social Service,Evening,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,34,no,9,11,12.333333333333334,3,7,12.142857142857142,Graduate
Married,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,39,no,0,7,12.16,0,7,12.16,Enrolled
Single,3,Nursing,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,8,13.427499999999998,0,8,13.427499999999998,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,24,no,0,6,15.166666666666666,0,6,15.5,Graduate
Single,1,Journalism and Communication,Daytime,high school,Cape Verdean,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,yes,0,6,0.0,0,6,0.0,Dropout
Single,1,Equiniculture,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,5,10.5,0,5,0.0,Dropout
Single,1,Management,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,Yes,18,no,0,5,11.8,0,5,11.0,Graduate
Single,2,Management,Daytime,high school,Portuguese,Degree,High School,educational special needs,yes,Yes,Male,No,20,no,0,5,13.2,0,5,11.4,Enrolled
Single,6,Nursing,Daytime,high school,Portuguese,High School,High School,educational special needs,yes,Yes,Male,No,19,no,2,7,13.075,1,8,12.36111111111111,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,6,11.6,0,6,13.0,Dropout
Single,1,Agronomy,Daytime,high school,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Male,No,19,no,0,6,13.666666666666666,0,6,12.25,Dropout
Married,1,Management(evening attendance),Evening,high school,Portuguese,Some Schooling,Completed Middle School,no educational special needs,no,Yes,Male,No,41,no,0,5,10.75,0,5,10.0,Dropout
Single,2,Nursing,Daytime,high school,Portuguese,Doctorate,Doctorate,no educational special needs,no,Yes,Male,No,19,no,0,7,13.492857142857144,0,8,12.68888888888889,Graduate
Single,3,Tourism,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,19,no,0,6,12.5,0,6,11.0,Enrolled
Single,1,Nursing,Daytime,degree,Portuguese,High School,High School,no educational special needs,no,No,Male,No,23,no,0,7,0.0,0,8,0.0,Dropout
Single,1,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,18,no,0,5,13.285714285714286,0,5,14.8,Dropout
Single,1,Management,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,5,12.6,0,5,11.8,Graduate
Single,1,Agronomy,Daytime,other professional course,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,20,no,0,6,14.0,0,6,14.666666666666666,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Male,No,35,no,0,5,11.5,0,5,10.5,Dropout
Divorced,2,Advertising and Marketing Management,Daytime,did not complete high school,Portuguese,Other Professional Course,High School,no educational special needs,no,No,Male,No,34,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Communication Design,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,yes,No,Female,Yes,19,no,0,6,11.833333333333334,0,6,12.875,Graduate
Single,1,Social Service,Daytime,high school,Santomean,Other Professional Course,High School,no educational special needs,yes,No,Male,No,22,yes,0,6,11.5,0,6,12.4,Graduate
Single,3,Communication Design,Daytime,high school,Portuguese,High School,Master,no educational special needs,no,Yes,Male,No,20,no,0,6,14.166666666666666,0,6,12.333333333333334,Graduate
Married,1,Management(evening attendance),Evening,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,27,no,2,2,12.5,0,5,12.5,Enrolled
Married,1,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Male,No,30,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Informatics Engineering,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,34,no,0,5,0.0,0,5,11.0,Enrolled
Single,1,Tourism,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,No,Male,No,20,no,0,6,10.5,0,6,0.0,Dropout
Single,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,18,no,0,6,11.833333333333334,0,6,13.166666666666666,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,Completed Middle School,Completed Middle School,no educational special needs,no,Yes,Male,Yes,26,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Management(evening attendance),Evening,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,26,no,0,5,12.4,0,5,12.4,Graduate
Single,2,Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,No,Male,No,26,no,0,5,10.5,0,5,0.0,Dropout
Single,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Male,No,31,no,0,5,0.0,0,5,0.0,Dropout
Single,3,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,Yes,20,no,6,12,14.583333333333334,4,11,14.333333333333334,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,19,no,0,6,11.666666666666666,0,6,12.666666666666666,Graduate
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Completed Middle School,Degree,no educational special needs,yes,No,Male,No,23,no,0,5,0.0,0,5,0.0,Dropout
Single,6,Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,Yes,20,no,0,7,13.0,0,7,0.0,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,20,no,0,7,15.66,7,10,15.011111111111113,Graduate
Single,1,Social Service,Evening,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Male,No,29,no,0,6,0.0,0,5,0.0,Dropout
Single,4,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,Yes,20,no,0,6,12.166666666666666,0,6,12.75,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,24,no,0,7,13.3,0,7,13.3,Graduate
Single,1,Oral Hygiene,Daytime,did not complete high school,Portuguese,Some Schooling,High School,no educational special needs,no,Yes,Male,No,37,no,0,7,0.0,0,7,0.0,Dropout
Single,5,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,18,no,0,7,0.0,0,8,0.0,Dropout
Single,2,Animation and Multimedia Design,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,yes,No,Male,Yes,18,no,0,0,0.0,0,0,0.0,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Male,No,18,no,0,8,13.55714285714286,0,8,13.55714285714286,Graduate
Married,1,Informatics Engineering,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Male,No,41,no,3,7,14.333333333333334,1,6,14.636363636363637,Enrolled
Single,1,Agronomy,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,35,no,0,6,12.0,0,6,10.333333333333334,Dropout
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,5,0.0,0,6,0.0,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,18,no,0,0,0.0,0,0,0.0,Graduate
Married,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,48,no,0,7,11.75,0,7,11.725,Enrolled
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Female,No,19,no,0,7,12.183333333333332,0,7,12.183333333333332,Graduate
Single,1,Agronomy,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Male,No,30,no,4,9,11.833333333333334,1,8,11.0,Dropout
Married,1,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Male,No,51,no,0,4,0.0,0,4,0.0,Dropout
Single,1,Veterinary Nursing,Daytime,high school,Cape Verdean,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,18,yes,0,6,15.0,0,6,14.333333333333334,Graduate
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,18,no,0,0,0.0,0,0,0.0,Graduate
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,No Schooling,Master,no educational special needs,no,Yes,Female,No,18,no,0,0,0.0,0,0,0.0,Graduate
Single,5,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,8,13.435,0,8,13.435,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,Degree,Other Professional Course,no educational special needs,no,Yes,Female,No,18,no,0,5,13.5,0,5,0.0,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,18,no,0,0,0.0,0,0,0.0,Enrolled
